city,prov,time,pm25,pmnew
Heihe,Heilongjiang,2018/6/1,12,10.94
Hengshui,Hebei,2018/6/1,37,33.21
Hohhot,Inner Mongolia,2018/6/1,18,14.45
Hulunbuir,Inner Mongolia,2018/6/1,9,7.73
Huludao,Liaoning,2018/6/1,30,27.4
Huangnan,Qinghai,2018/6/1,15,10.19
Jixi,Heilongjiang,2018/6/1,16,14.34
Jilin,Jilin,2018/6/1,21,18.8
Jinan,Shandong,2018/6/1,32,28.3
Jining,Shandong,2018/6/1,32,28.71
Jinzhou,Liaoning,2018/6/1,36,32.64
Jincheng,Shanxi,2018/6/1,40,33.8
Jiuquan,Gansu,2018/6/1,15,11.61
Kaifeng,Henan,2018/6/1,33,29.47
Kelamayi,Xinjiang,2018/6/1,13,11.16
Kezilesu,Xinjiang,2018/6/1,5,3.91
Lanzhou,Gansu,2018/6/1,26,19.51
Langfang,Hebei,2018/6/1,37,33.31
Liaocheng,Shandong,2018/6/1,39,34.98
Linxia,Gansu,2018/6/1,26,19.33
Linyi,Shandong,2018/6/1,27,24.12
Longnan,Gansu,2018/6/1,18,14.52
Lvliang,Shanxi,2018/6/1,35,28.75
Luoyang,Henan,2018/6/1,34,29.58
Mudanjiang,Heilongjiang,2018/6/1,13,11.7
Nanyang,Henan,2018/6/1,25,22.27
Panjin,Liaoning,2018/6/1,29,26.51
Pingdingshan,Henan,2018/6/1,35,31.12
Pingliang,Gansu,2018/6/1,27,21.43
Qitaihe,Heilongjiang,2018/6/1,18,16.16
Qiqihaer,Heilongjiang,2018/6/1,15,13.53
Qinhuangdao,Hebei,2018/6/1,29,26.63
Qingdao,Shandong,2018/6/1,22,20.12
Qingyang,Gansu,2018/6/1,17,13.33
Rizhao,Shandong,2018/6/1,30,27.46
Sanmenxia,Henan,2018/6/1,28,24.2
Shangluo,Shaanxi,2018/6/1,25,20.97
Shangqiu,Henan,2018/6/1,33,29.65
Shenyang,Liaoning,2018/6/1,27,24.54
Shihezi,Xinjiang,2018/6/1,14,12.06
Shijiazhuang,Hebei,2018/6/1,39,34.64
Shuozhou,Shanxi,2018/6/1,21,16.97
Siping,Jilin,2018/6/1,27,24.26
Songyuan,Jilin,2018/6/1,17,15.27
Suihua,Heilongjiang,2018/6/1,18,16.23
Taiyuan,Shanxi,2018/6/1,37,30.87
Taian,Shandong,2018/6/1,28,21.9
Tangshan,Hebei,2018/6/1,48,43.37
Tianjin,Tianjin,2018/6/1,40,36.07
Tianshui,Gansu,2018/6/1,20,16.22
Tieling,Liaoning,2018/6/1,23,20.8
Tonghua,Jilin,2018/6/1,17,15.02
Tongliao,Inner Mongolia,2018/6/1,30,26.74
Tongchuan,Shaanxi,2018/6/1,24,20.17
Tulufan,Xinjiang,2018/6/1,17,14.89
Weihai,Shandong,2018/6/1,24,21.86
Weifang,Shandong,2018/6/1,35,31.71
Weinan,Shaanxi,2018/6/1,28,24.32
Wuhai,Inner Mongolia,2018/6/1,25,20.09
Ulanqab,Inner Mongolia,2018/6/1,15,11.76
Wulumuqi,Xinjiang,2018/6/1,18,14.81
Wuzhong,Ningxia,2018/6/1,18,14.39
Wuwei,Gansu,2018/6/1,18,13.15
Xining,Qinghai,2018/6/1,23,16.42
Xilingol League,Inner Mongolia,2018/6/1,9,7.37
Xianyang,Shaanxi,2018/6/1,29,24.88
Xinzhou,Shanxi,2018/6/1,27,22.44
Xinxiang,Henan,2018/6/1,36,32.1
Xinyang,Henan,2018/6/1,28,24.95
Xingtai,Hebei,2018/6/1,37,33.03
Hinggan League,Inner Mongolia,2018/6/1,14,12.18
Xuchang,Henan,2018/6/1,31,27.77
Yantai,Shandong,2018/6/1,25,22.73
Yanan,Shaanxi,2018/6/1,24,19.31
Yanbian,Jilin,2018/6/1,15,13.55
Yangquan,Shanxi,2018/6/1,32,26.64
Yichun,Heilongjiang,2018/6/1,11,9.9
Yilihasake,Xinjiang,2018/6/1,14,11.89
Yinchuan,Ningxia,2018/6/1,20,16.06
Yingkou,Liaoning,2018/6/1,23,21.05
Yulin,Shaanxi,2018/6/1,22,17.64
Yushu,Qinghai,2018/6/1,5,2.93
Yuncheng,Shanxi,2018/6/1,31,26.86
Zhangjiakou,Hebei,2018/6/1,20,16.69
Zhangye,Gansu,2018/6/1,15,11.59
Changchun,Jilin,2018/6/1,22,19.61
Changzhi,Shanxi,2018/6/1,33,27
Zhengzhou,Henan,2018/6/1,33,29.27
Zhongwei,Ningxia,2018/6/1,17,13.48
Zhoukou,Henan,2018/6/1,29,25.93
Zhumadian,Henan,2018/6/1,39,34.92
Zibo,Shandong,2018/6/1,38,33.77
Chifeng,Inner Mongolia,2018/6/1,19,16.09
Jinzhong,Shanxi,2018/6/1,38,31.79
Shuangyashan,Heilongjiang,2018/6/1,15,13.71
Alxa League,Inner Mongolia,2018/7/1,24,21.72
Ankang,Shaanxi,2018/7/1,18,15.58
Anyang,Henan,2018/7/1,36,32.12
Anshan,Liaoning,2018/7/1,23,20.57
Bayannur,Inner Mongolia,2018/7/1,24,19.28
Baicheng,Jilin,2018/7/1,19,16.92
Baotou,Inner Mongolia,2018/7/1,27,21.92
Baoji,Shaanxi,2018/7/1,23,19.07
Baoding,Hebei,2018/7/1,37,33.19
Beijing,Beijing,2018/7/1,44,39.42
Benxi,Liaoning,2018/7/1,17,15.07
Binzhou,Shandong,2018/7/1,35,31.35
Bozhou,Xinjiang,2018/7/1,15,12.99
Cangzhou,Hebei,2018/7/1,34,30.42
Changjizhou,Xinjiang,2018/7/1,21,18
Chaoyang,Liaoning,2018/7/1,24,21.27
Chengde,Hebei,2018/7/1,25,21.57
Dalian,Liaoning,2018/7/1,17,15.31
Daqing,Heilongjiang,2018/7/1,20,17.88
Datong,Shanxi,2018/7/1,25,20.27
Daxinganling,Heilongjiang,2018/7/1,9,7.96
Dandong,Liaoning,2018/7/1,15,13.68
Dezhou,Shandong,2018/7/1,33,29.53
Dingxi,Gansu,2018/7/1,21,15
Dongying,Shandong,2018/7/1,26,23.3
Ordos,Inner Mongolia,2018/7/1,19,14.71
Fushun,Liaoning,2018/7/1,20,17.88
Fuxin,Liaoning,2018/7/1,23,20.41
Gannan,Gansu,2018/7/1,13,8.42
Guyuan,Ningxia,2018/7/1,15,11.36
Guoluo,Qinghai,2018/7/1,11,6.66
Harbin,Heilongjiang,2018/7/1,18,16.15
Hami,Xinjiang,2018/7/1,13,10.71
Haibei,Qinghai,2018/7/1,15,NA
Haidong,Qinghai,2018/7/1,26,19.35
Hainan,Qinghai,2018/7/1,12,8
Haixi,Qinghai,2018/7/1,14,9.03
Handan,Hebei,2018/7/1,35,31.15
Hanzhong,Shaanxi,2018/7/1,19,16.15
Hetian,Xinjiang,2018/7/1,14.25,10.93
Heze,Shandong,2018/7/1,30,26.68
Hegang,Heilongjiang,2018/7/1,16,14.28
Heihe,Heilongjiang,2018/7/1,11,9.9
Hengshui,Hebei,2018/7/1,41,36.6
Hohhot,Inner Mongolia,2018/7/1,21,16.84
Hulunbuir,Inner Mongolia,2018/7/1,8,6.82
Huludao,Liaoning,2018/7/1,25,22.69
Huangnan,Qinghai,2018/7/1,14,9.43
Jixi,Heilongjiang,2018/7/1,18,15.92
Jilin,Jilin,2018/7/1,17,15.05
Jinan,Shandong,2018/7/1,31,27.23
Jining,Shandong,2018/7/1,24,21.36
Jinzhou,Liaoning,2018/7/1,25,22.5
Jincheng,Shanxi,2018/7/1,38,31.9
Jiuquan,Gansu,2018/7/1,14,10.75
Kaifeng,Henan,2018/7/1,27,23.94
Kelamayi,Xinjiang,2018/7/1,16,13.66
Kezilesu,Xinjiang,2018/7/1,10,7.72
Lanzhou,Gansu,2018/7/1,20,14.93
Langfang,Hebei,2018/7/1,36,32.36
Liaocheng,Shandong,2018/7/1,38,33.86
Linxia,Gansu,2018/7/1,25,18.49
Linyi,Shandong,2018/7/1,18,15.95
Longnan,Gansu,2018/7/1,26,20.76
Lvliang,Shanxi,2018/7/1,35,28.51
Luoyang,Henan,2018/7/1,37,32.07
Mudanjiang,Heilongjiang,2018/7/1,14,12.44
Nanyang,Henan,2018/7/1,21,18.58
Panjin,Liaoning,2018/7/1,17,15.38
Pingdingshan,Henan,2018/7/1,30,26.45
Pingliang,Gansu,2018/7/1,25,19.69
Qitaihe,Heilongjiang,2018/7/1,18,15.99
Qiqihaer,Heilongjiang,2018/7/1,17,15.2
Qinhuangdao,Hebei,2018/7/1,21,19.11
Qingdao,Shandong,2018/7/1,15,13.52
Qingyang,Gansu,2018/7/1,16,12.47
Rizhao,Shandong,2018/7/1,16,14.47
Sanmenxia,Henan,2018/7/1,33,28.37
Shangluo,Shaanxi,2018/7/1,23,19.15
Shangqiu,Henan,2018/7/1,26,23.17
Shenyang,Liaoning,2018/7/1,21,18.89
Shihezi,Xinjiang,2018/7/1,14,12
Shijiazhuang,Hebei,2018/7/1,40,35.48
Shuozhou,Shanxi,2018/7/1,24,19.3
Siping,Jilin,2018/7/1,22,19.58
Songyuan,Jilin,2018/7/1,19,16.96
Suihua,Heilongjiang,2018/7/1,20,17.87
Taiyuan,Shanxi,2018/7/1,35,29.01
Taian,Shandong,2018/7/1,25,19.45
Tangshan,Hebei,2018/7/1,44,39.58
Tianjin,Tianjin,2018/7/1,38,34.08
Tianshui,Gansu,2018/7/1,24,19.25
Tieling,Liaoning,2018/7/1,18,16.1
Tonghua,Jilin,2018/7/1,13,11.33
Tongliao,Inner Mongolia,2018/7/1,35,30.99
Tongchuan,Shaanxi,2018/7/1,25,20.81
Tulufan,Xinjiang,2018/7/1,15,13.05
Weihai,Shandong,2018/7/1,18,16.24
Weifang,Shandong,2018/7/1,27,24.24
Weinan,Shaanxi,2018/7/1,27,23.27
Wuhai,Inner Mongolia,2018/7/1,28,22.33
Ulanqab,Inner Mongolia,2018/7/1,24,18.74
Wulumuqi,Xinjiang,2018/7/1,19,15.49
Wuzhong,Ningxia,2018/7/1,16,12.72
Wuwei,Gansu,2018/7/1,13,9.44
Xining,Qinghai,2018/7/1,20,14.2
Xilingol League,Inner Mongolia,2018/7/1,9,7.27
Xianyang,Shaanxi,2018/7/1,24,20.43
Xinzhou,Shanxi,2018/7/1,32,26.47
Xinxiang,Henan,2018/7/1,36,31.93
Xinyang,Henan,2018/7/1,26,22.99
Xingtai,Hebei,2018/7/1,36,32.04
Hinggan League,Inner Mongolia,2018/7/1,19,16.4
Xuchang,Henan,2018/7/1,26,23.13
Yantai,Shandong,2018/7/1,18,16.2
Yanan,Shaanxi,2018/7/1,20,15.98
Yanbian,Jilin,2018/7/1,12,10.67
Yangquan,Shanxi,2018/7/1,40,33.27
Yichun,Heilongjiang,2018/7/1,11,9.79
Yilihasake,Xinjiang,2018/7/1,15,12.64
Yinchuan,Ningxia,2018/7/1,18,14.34
Yingkou,Liaoning,2018/7/1,18,16.28
Yulin,Shaanxi,2018/7/1,21,16.75
Yushu,Qinghai,2018/7/1,7,4.07
Yuncheng,Shanxi,2018/7/1,34,29.23
Zhangjiakou,Hebei,2018/7/1,26,21.66
Zhangye,Gansu,2018/7/1,14,10.75
Changchun,Jilin,2018/7/1,17,15
Changzhi,Shanxi,2018/7/1,33,26.89
Zhengzhou,Henan,2018/7/1,28,24.68
Zhongwei,Ningxia,2018/7/1,13,10.24
Zhoukou,Henan,2018/7/1,19,16.89
Zhumadian,Henan,2018/7/1,25,22.27
Zibo,Shandong,2018/7/1,30,26.51
Chifeng,Inner Mongolia,2018/7/1,22,18.5
Jinzhong,Shanxi,2018/7/1,35,29.07
Shuangyashan,Heilongjiang,2018/7/1,16,14.49
Alxa League,Inner Mongolia,2018/8/1,25,22.9
Ankang,Shaanxi,2018/8/1,22,19.07
Anyang,Henan,2018/8/1,37,33.23
Anshan,Liaoning,2018/8/1,27,24.3
Bayannur,Inner Mongolia,2018/8/1,24,19.46
Baicheng,Jilin,2018/8/1,13,11.75
Baotou,Inner Mongolia,2018/8/1,22,17.94
Baoji,Shaanxi,2018/8/1,27,22.37
Baoding,Hebei,2018/8/1,30,27.11
Beijing,Beijing,2018/8/1,31,27.87
Benxi,Liaoning,2018/8/1,17,15.19
Binzhou,Shandong,2018/8/1,25,22.58
Bozhou,Xinjiang,2018/8/1,13,11.36
Cangzhou,Hebei,2018/8/1,30,27.05
Changjizhou,Xinjiang,2018/8/1,20,17.32
Chaoyang,Liaoning,2018/8/1,19,16.99
Chengde,Hebei,2018/8/1,17,14.8
Dalian,Liaoning,2018/8/1,17,15.23
Daqing,Heilongjiang,2018/8/1,11,9.99
Datong,Shanxi,2018/8/1,22,17.94
Daxinganling,Heilongjiang,2018/8/1,9,8.05
Dandong,Liaoning,2018/8/1,14,12.72
Dezhou,Shandong,2018/8/1,25,22.56
Dingxi,Gansu,2018/8/1,19,13.62
Dongying,Shandong,2018/8/1,21,18.91
Ordos,Inner Mongolia,2018/8/1,18,14
Fushun,Liaoning,2018/8/1,17,15.36
Fuxin,Liaoning,2018/8/1,16,14.35
Gannan,Gansu,2018/8/1,14,9.08
Guyuan,Ningxia,2018/8/1,16,12.16
Guoluo,Qinghai,2018/8/1,10,6.08
Harbin,Heilongjiang,2018/8/1,12,10.93
Hami,Xinjiang,2018/8/1,13,10.78
Haibei,Qinghai,2018/8/1,14,9.4
Haidong,Qinghai,2018/8/1,26,19.48
Hainan,Qinghai,2018/8/1,11,7.37
Haixi,Qinghai,2018/8/1,7,4.54
Handan,Hebei,2018/8/1,35,31.4
Hanzhong,Shaanxi,2018/8/1,21,17.8
Hetian,Xinjiang,2018/8/1,14.25,11.05
Heze,Shandong,2018/8/1,31,27.75
Hegang,Heilongjiang,2018/8/1,13,11.84
Heihe,Heilongjiang,2018/8/1,10,9.11
Hengshui,Hebei,2018/8/1,33,29.71
Hohhot,Inner Mongolia,2018/8/1,16,12.87
Hulunbuir,Inner Mongolia,2018/8/1,12,10.36
Huludao,Liaoning,2018/8/1,21,19.11
Huangnan,Qinghai,2018/8/1,14,9.48
Jixi,Heilongjiang,2018/8/1,14,12.61
Jilin,Jilin,2018/8/1,15,13.47
Jinan,Shandong,2018/8/1,31,27.42
Jining,Shandong,2018/8/1,29,25.94
Jinzhou,Liaoning,2018/8/1,21,18.93
Jincheng,Shanxi,2018/8/1,38,31.95
Jiuquan,Gansu,2018/8/1,11,8.55
Kaifeng,Henan,2018/8/1,30,26.75
Kelamayi,Xinjiang,2018/8/1,11,9.47
Kezilesu,Xinjiang,2018/8/1,6,4.68
Lanzhou,Gansu,2018/8/1,21,15.77
Langfang,Hebei,2018/8/1,29,26.25
Liaocheng,Shandong,2018/8/1,32,28.69
Linxia,Gansu,2018/8/1,29,21.54
Linyi,Shandong,2018/8/1,19,16.87
Longnan,Gansu,2018/8/1,22,17.52
Lvliang,Shanxi,2018/8/1,42,34.36
Luoyang,Henan,2018/8/1,37,32.14
Mudanjiang,Heilongjiang,2018/8/1,14,12.65
Nanyang,Henan,2018/8/1,30,26.58
Panjin,Liaoning,2018/8/1,16,14.53
Pingdingshan,Henan,2018/8/1,36,31.92
Pingliang,Gansu,2018/8/1,30,23.68
Qitaihe,Heilongjiang,2018/8/1,14,12.66
Qiqihaer,Heilongjiang,2018/8/1,13,11.79
Qinhuangdao,Hebei,2018/8/1,15,13.64
Qingdao,Shandong,2018/8/1,13,11.63
Qingyang,Gansu,2018/8/1,18,14.04
Rizhao,Shandong,2018/8/1,15,13.48
Sanmenxia,Henan,2018/8/1,36,30.87
Shangluo,Shaanxi,2018/8/1,25,20.82
Shangqiu,Henan,2018/8/1,33,29.6
Shenyang,Liaoning,2018/8/1,18,16.33
Shihezi,Xinjiang,2018/8/1,18,15.63
Shijiazhuang,Hebei,2018/8/1,33,29.48
Shuozhou,Shanxi,2018/8/1,24,19.43
Siping,Jilin,2018/8/1,14,12.64
Songyuan,Jilin,2018/8/1,9,8.16
Suihua,Heilongjiang,2018/8/1,17,15.39
Taiyuan,Shanxi,2018/8/1,32,26.65
Taian,Shandong,2018/8/1,25,19.5
Tangshan,Hebei,2018/8/1,32,28.91
Tianjin,Tianjin,2018/8/1,29,26.17
Tianshui,Gansu,2018/8/1,24,19.21
Tieling,Liaoning,2018/8/1,14,12.68
Tonghua,Jilin,2018/8/1,12,10.53
Tongliao,Inner Mongolia,2018/8/1,17,15.27
Tongchuan,Shaanxi,2018/8/1,26,21.69
Tulufan,Xinjiang,2018/8/1,23,20.12
Weihai,Shandong,2018/8/1,16,14.36
Weifang,Shandong,2018/8/1,21,18.89
Weinan,Shaanxi,2018/8/1,29,24.98
Wuhai,Inner Mongolia,2018/8/1,27,21.7
Ulanqab,Inner Mongolia,2018/8/1,21,16.5
Wulumuqi,Xinjiang,2018/8/1,18,14.79
Wuzhong,Ningxia,2018/8/1,16,12.83
Wuwei,Gansu,2018/8/1,11,8.09
Xining,Qinghai,2018/8/1,19,13.55
Xilingol League,Inner Mongolia,2018/8/1,8,6.57
Xianyang,Shaanxi,2018/8/1,28,23.81
Xinzhou,Shanxi,2018/8/1,26,21.65
Xinxiang,Henan,2018/8/1,34,30.27
Xinyang,Henan,2018/8/1,27,23.96
Xingtai,Hebei,2018/8/1,27,24.22
Hinggan League,Inner Mongolia,2018/8/1,13,11.41
Xuchang,Henan,2018/8/1,33,29.56
Yantai,Shandong,2018/8/1,15,13.47
Yanan,Shaanxi,2018/8/1,22,17.61
Yanbian,Jilin,2018/8/1,9,8.06
Yangquan,Shanxi,2018/8/1,33,27.68
Yichun,Heilongjiang,2018/8/1,11,9.94
Yilihasake,Xinjiang,2018/8/1,19,16.07
Yinchuan,Ningxia,2018/8/1,23,18.48
Yingkou,Liaoning,2018/8/1,20,18.17
Yulin,Shaanxi,2018/8/1,22,17.64
Yushu,Qinghai,2018/8/1,6,3.5
Yuncheng,Shanxi,2018/8/1,35,30.03
Zhangjiakou,Hebei,2018/8/1,19,15.89
Zhangye,Gansu,2018/8/1,15,11.64
Changchun,Jilin,2018/8/1,12,10.75
Changzhi,Shanxi,2018/8/1,32,26.15
Zhengzhou,Henan,2018/8/1,32,28.35
Zhongwei,Ningxia,2018/8/1,17,13.51
Zhoukou,Henan,2018/8/1,27,24.11
Zhumadian,Henan,2018/8/1,29,25.95
Zibo,Shandong,2018/8/1,28,24.95
Chifeng,Inner Mongolia,2018/8/1,17,14.49
Jinzhong,Shanxi,2018/8/1,32,26.71
Shuangyashan,Heilongjiang,2018/8/1,14,12.89
Alxa League,Inner Mongolia,2018/9/1,26,26
Ankang,Shaanxi,2018/9/1,18,18
Anyang,Henan,2018/9/1,35,35
Anshan,Liaoning,2018/9/1,25,25
Bayannur,Inner Mongolia,2018/9/1,21,21
Baicheng,Jilin,2018/9/1,21,21
Baotou,Inner Mongolia,2018/9/1,23,23
Baoji,Shaanxi,2018/9/1,21,21
Baoding,Hebei,2018/9/1,38,38
Beijing,Beijing,2018/9/1,28,28
Benxi,Liaoning,2018/9/1,19,19
Binzhou,Shandong,2018/9/1,31,31
Bozhou,Xinjiang,2018/9/1,16,16
Cangzhou,Hebei,2018/9/1,36,36
Changjizhou,Xinjiang,2018/9/1,20,20
Chaoyang,Liaoning,2018/9/1,24,24
Chengde,Hebei,2018/9/1,16,16
Dalian,Liaoning,2018/9/1,17,17
Daqing,Heilongjiang,2018/9/1,12,12
Datong,Shanxi,2018/9/1,20,20
Daxinganling,Heilongjiang,2018/9/1,13,13
Dandong,Liaoning,2018/9/1,16,16
Dezhou,Shandong,2018/9/1,31,31
Dingxi,Gansu,2018/9/1,17,17
Dongying,Shandong,2018/9/1,29,29
Ordos,Inner Mongolia,2018/9/1,16,16
Fushun,Liaoning,2018/9/1,21,21
Fuxin,Liaoning,2018/9/1,21,21
Gannan,Gansu,2018/9/1,12,12
Guyuan,Ningxia,2018/9/1,16,16
Guoluo,Qinghai,2018/9/1,10,10
Harbin,Heilongjiang,2018/9/1,15,15
Hami,Xinjiang,2018/9/1,15,15
Haibei,Qinghai,2018/9/1,15,15
Haidong,Qinghai,2018/9/1,26,26
Hainan,Qinghai,2018/9/1,13,13
Haixi,Qinghai,2018/9/1,10,10
Handan,Hebei,2018/9/1,36,36
Hanzhong,Shaanxi,2018/9/1,20,20
Hetian,Xinjiang,2018/9/1,15.75,15.75
Heze,Shandong,2018/9/1,34,34
Hegang,Heilongjiang,2018/9/1,17,17
Heihe,Heilongjiang,2018/9/1,12,12
Hengshui,Hebei,2018/9/1,36,36
Hohhot,Inner Mongolia,2018/9/1,18,18
Hulunbuir,Inner Mongolia,2018/9/1,13,13
Huludao,Liaoning,2018/9/1,23,23
Huangnan,Qinghai,2018/9/1,16,16
Jixi,Heilongjiang,2018/9/1,16,16
Jilin,Jilin,2018/9/1,15,15
Jinan,Shandong,2018/9/1,34,34
Jining,Shandong,2018/9/1,34,34
Jinzhou,Liaoning,2018/9/1,26,26
Jincheng,Shanxi,2018/9/1,28,28
Jiuquan,Gansu,2018/9/1,13,13
Kaifeng,Henan,2018/9/1,30,30
Kelamayi,Xinjiang,2018/9/1,10,10
Kezilesu,Xinjiang,2018/9/1,14,14
Lanzhou,Gansu,2018/9/1,25,25
Langfang,Hebei,2018/9/1,33,33
Liaocheng,Shandong,2018/9/1,30,30
Linxia,Gansu,2018/9/1,27,27
Linyi,Shandong,2018/9/1,24,24
Longnan,Gansu,2018/9/1,15,15
Lvliang,Shanxi,2018/9/1,25,25
Luoyang,Henan,2018/9/1,30,30
Mudanjiang,Heilongjiang,2018/9/1,16,16
Nanyang,Henan,2018/9/1,26,26
Panjin,Liaoning,2018/9/1,21,21
Pingdingshan,Henan,2018/9/1,39,39
Pingliang,Gansu,2018/9/1,21,21
Qitaihe,Heilongjiang,2018/9/1,16,16
Qiqihaer,Heilongjiang,2018/9/1,13,13
Qinhuangdao,Hebei,2018/9/1,23,23
Qingdao,Shandong,2018/9/1,18,18
Qingyang,Gansu,2018/9/1,15,15
Rizhao,Shandong,2018/9/1,20,20
Sanmenxia,Henan,2018/9/1,25,25
Shangluo,Shaanxi,2018/9/1,18,18
Shangqiu,Henan,2018/9/1,32,32
Shenyang,Liaoning,2018/9/1,23,23
Shihezi,Xinjiang,2018/9/1,19,19
Shijiazhuang,Hebei,2018/9/1,37,37
Shuozhou,Shanxi,2018/9/1,20,20
Siping,Jilin,2018/9/1,15,15
Songyuan,Jilin,2018/9/1,11,11
Suihua,Heilongjiang,2018/9/1,19,19
Taiyuan,Shanxi,2018/9/1,28,28
Taian,Shandong,2018/9/1,28,28
Tangshan,Hebei,2018/9/1,38,38
Tianjin,Tianjin,2018/9/1,30,30
Tianshui,Gansu,2018/9/1,20,20
Tieling,Liaoning,2018/9/1,19,19
Tonghua,Jilin,2018/9/1,15,15
Tongliao,Inner Mongolia,2018/9/1,22,22
Tongchuan,Shaanxi,2018/9/1,20,20
Tulufan,Xinjiang,2018/9/1,25,25
Weihai,Shandong,2018/9/1,15,15
Weifang,Shandong,2018/9/1,32,32
Weinan,Shaanxi,2018/9/1,24,24
Wuhai,Inner Mongolia,2018/9/1,27,27
Ulanqab,Inner Mongolia,2018/9/1,16,16
Wulumuqi,Xinjiang,2018/9/1,20,20
Wuzhong,Ningxia,2018/9/1,17,17
Wuwei,Gansu,2018/9/1,19,19
Xining,Qinghai,2018/9/1,22,22
Xilingol League,Inner Mongolia,2018/9/1,9,9
Xianyang,Shaanxi,2018/9/1,25,25
Xinzhou,Shanxi,2018/9/1,21,21
Xinxiang,Henan,2018/9/1,35,35
Xinyang,Henan,2018/9/1,29,29
Xingtai,Hebei,2018/9/1,33,33
Hinggan League,Inner Mongolia,2018/9/1,14,14
Xuchang,Henan,2018/9/1,30,30
Yantai,Shandong,2018/9/1,15,15
Yanan,Shaanxi,2018/9/1,18,18
Yanbian,Jilin,2018/9/1,12,12
Yangquan,Shanxi,2018/9/1,29,29
Yichun,Heilongjiang,2018/9/1,13,13
Yilihasake,Xinjiang,2018/9/1,24,24
Yinchuan,Ningxia,2018/9/1,26,26
Yingkou,Liaoning,2018/9/1,25,25
Yulin,Shaanxi,2018/9/1,17,17
Yushu,Qinghai,2018/9/1,6,6
Yuncheng,Shanxi,2018/9/1,21,21
Zhangjiakou,Hebei,2018/9/1,16,16
Zhangye,Gansu,2018/9/1,19,19
Changchun,Jilin,2018/9/1,15,15
Changzhi,Shanxi,2018/9/1,27,27
Zhengzhou,Henan,2018/9/1,28,28
Zhongwei,Ningxia,2018/9/1,19,19
Zhoukou,Henan,2018/9/1,30,30
Zhumadian,Henan,2018/9/1,35,35
Zibo,Shandong,2018/9/1,38,38
Chifeng,Inner Mongolia,2018/9/1,16,16
Jinzhong,Shanxi,2018/9/1,32,32
Shuangyashan,Heilongjiang,2018/9/1,15,15
Alxa League,Inner Mongolia,2018/10/1,28,28
Ankang,Shaanxi,2018/10/1,30,30
Anyang,Henan,2018/10/1,65,65
Anshan,Liaoning,2018/10/1,36,36
Bayannur,Inner Mongolia,2018/10/1,38,38
Baicheng,Jilin,2018/10/1,22,22
Baotou,Inner Mongolia,2018/10/1,38,38
Baoji,Shaanxi,2018/10/1,39,39
Baoding,Hebei,2018/10/1,62,62
Beijing,Beijing,2018/10/1,42,42
Benxi,Liaoning,2018/10/1,32,32
Binzhou,Shandong,2018/10/1,46,46
Bozhou,Xinjiang,2018/10/1,21,21
Cangzhou,Hebei,2018/10/1,51,51
Changjizhou,Xinjiang,2018/10/1,27,27
Chaoyang,Liaoning,2018/10/1,31,31
Chengde,Hebei,2018/10/1,25,25
Dalian,Liaoning,2018/10/1,24,24
Daqing,Heilongjiang,2018/10/1,18,18
Datong,Shanxi,2018/10/1,29,29
Daxinganling,Heilongjiang,2018/10/1,16,16
Dandong,Liaoning,2018/10/1,24,24
Dezhou,Shandong,2018/10/1,45,45
Dingxi,Gansu,2018/10/1,24,24
Dongying,Shandong,2018/10/1,41,41
Ordos,Inner Mongolia,2018/10/1,22,22
Fushun,Liaoning,2018/10/1,47,47
Fuxin,Liaoning,2018/10/1,31,31
Gannan,Gansu,2018/10/1,20,20
Guyuan,Ningxia,2018/10/1,22,22
Guoluo,Qinghai,2018/10/1,12,12
Harbin,Heilongjiang,2018/10/1,22,22
Hami,Xinjiang,2018/10/1,20,20
Haibei,Qinghai,2018/10/1,16,16
Haidong,Qinghai,2018/10/1,29,29
Hainan,Qinghai,2018/10/1,16,16
Haixi,Qinghai,2018/10/1,9,9
Handan,Hebei,2018/10/1,50,50
Hanzhong,Shaanxi,2018/10/1,38,38
Hetian,Xinjiang,2018/10/1,25.5,25.5
Heze,Shandong,2018/10/1,51,51
Hegang,Heilongjiang,2018/10/1,20,20
Heihe,Heilongjiang,2018/10/1,15,15
Hengshui,Hebei,2018/10/1,53,53
Hohhot,Inner Mongolia,2018/10/1,34,34
Hulunbuir,Inner Mongolia,2018/10/1,15,15
Huludao,Liaoning,2018/10/1,36,36
Huangnan,Qinghai,2018/10/1,18,18
Jixi,Heilongjiang,2018/10/1,23,23
Jilin,Jilin,2018/10/1,23,23
Jinan,Shandong,2018/10/1,43,43
Jining,Shandong,2018/10/1,44,44
Jinzhou,Liaoning,2018/10/1,39,39
Jincheng,Shanxi,2018/10/1,47,47
Jiuquan,Gansu,2018/10/1,21,21
Kaifeng,Henan,2018/10/1,62,62
Kelamayi,Xinjiang,2018/10/1,14,14
Kezilesu,Xinjiang,2018/10/1,27,27
Lanzhou,Gansu,2018/10/1,36,36
Langfang,Hebei,2018/10/1,52,52
Liaocheng,Shandong,2018/10/1,47,47
Linxia,Gansu,2018/10/1,44,44
Linyi,Shandong,2018/10/1,47,47
Longnan,Gansu,2018/10/1,20,20
Lvliang,Shanxi,2018/10/1,35,35
Luoyang,Henan,2018/10/1,50,50
Mudanjiang,Heilongjiang,2018/10/1,21,21
Nanyang,Henan,2018/10/1,43,43
Panjin,Liaoning,2018/10/1,27,27
